SerialNo,QRText,QRValue
0001218,A1734656021,8545853598516218
0001219,A1575720220,3543004692822310
0001220,A1966094451,6742616515757270
0001221,A1436653892,7937932125163962
0001222,A1749814376,4584767999501171
0001223,A1231563015,9696723340098358
0001224,A1833706601,6555174831197810
0001225,A1130863657,7008473475209017
0001226,A1106261476,3539807346256972
0001227,A2128169842,1012768793879561
0001228,A1637124888,5910123171013899
0001229,A1305817035,3572760832148660
0001230,A1512598022,3071382486964335
0001231,A1642162890,1463266776381514
0001232,A2007689302,9466468860343118
0001233,A1893869734,3358291996844699
0001234,A1213961240,1906983746015843
0001235,A1216976833,3105005510390023
0001236,A1806980977,5735693825373801
0001237,A1297162582,4682081810031972
0001238,A1593699616,8728802267298477
0001239,A1151438614,8427655930278089
0001240,A1562905275,4482381620120070
0001241,A1858732279,7795772376253408
0001242,A1549950956,2502325060919080
0001243,A1571399624,3122838075420044
0001244,A1189537512,3822592211815154
0001245,A1502499307,8170365691057849
0001246,A1610253709,4295325738051176
0001247,A1772943410,6069246378370668
0001248,A1086378229,2689713783893005
0001249,A1980873657,1380109527344644
0001250,A1115807070,7715787220388128
0001251,A1383323653,3595836688759101
0001252,A1978225083,4942900141112112
0001253,A1761960186,7388400916026805
0001254,A1503247352,2847723236128557
0001255,A1509403131,1844130218594895
0001256,A2124748404,1715306715584366
0001257,A1844555963,6401398851323301
0001258,A2048378206,8352618584131352
0001259,A1404799099,7057765061060585
0001260,A2050080168,6620165821222154
0001261,A1428067959,4573325854070506
0001262,A1701646940,8480086912267556
0001263,A1166462287,6268764242274655
0001264,A1636799084,8810128269069247
0001265,A1280806729,3115293342215231
0001266,A1538579253,6682110218455835
0001267,A1832539054,8871554496648026
0001268,A1149941413,4284240923143884
0001269,A1753065802,4783811452432180
0001270,A1059002963,5497522778851349
0001271,A1893144229,7740203117682350
0001272,A2081243885,1589650682743972
0001273,A1918727046,8492183833640431
0001274,A1080672425,8516076554465424
0001275,A1807187305,2629488975912705
0001276,A1921226066,7020254162373252
0001277,A1534422932,8950728813756548
0001278,A1543202829,2706229177486113
0001279,A1185817471,3181415712890849
0001280,A1394308827,9596708946962754
0001281,A1635391983,1842830217712414
0001282,A1681137435,7989421120699250
0001283,A1655173598,3721972025256426
0001284,A1630749551,7018406181899263
0001285,A1953882806,6897077113554778
0001286,A1537820527,4845056726547519
0001287,A1474690751,8681077077635572
0001288,A2020736786,6271162765467937
0001289,A1829946900,3744677560339740
0001290,A1384996533,8023052284082348
0001291,A1890614646,5113142688954747
0001292,A1977626447,5649196376732463
0001293,A1468594197,1988640546400677
0001294,A1703961525,3086715742982821
0001295,A1473232788,9244486229323227
0001296,A1278676398,6778934658091518
0001297,A1815112908,7239152383363588
0001298,A1973363571,9369544419156318
0001299,A1756410792,6977644655716674
0001300,A1538609395,8832850252447435
0001301,A1642074601,3119065956989196
0001302,A1397463819,7961813229052634
0001303,A2057527500,9813772622478808
0001304,A1341979638,1542959338564162
0001305,A1894359498,8201772165943613
0001306,A1441816279,5294210170266763
0001307,A1460838499,5323751769657428
0001308,A1028664416,6626490017838999
0001309,A1009164055,9350979457435980
0001310,A1889917298,2735049486715515
0001311,A1267947498,9450853231557901
0001312,A2070388568,1485394599676496
0001313,A1968904909,1594274822826729
0001314,A1003450003,3891276869651618
0001315,A1454055594,4710902066961929
0001316,A1571184552,1619648621677723
0001317,A1550954134,3467443026834345
0001318,A1961972644,1609976545090984
0001319,A1928059372,5811128764925757
0001320,A1499157899,4045531786108336
0001321,A1785601138,2314608580787231
0001322,A1328477292,1580652520921059
0001323,A1089328550,8619360077163776
0001324,A1717395510,5865912546999352
0001325,A1604851819,4587411824324749
0001326,A1000074064,6663550929155880
0001327,A1521175210,5591933287313308
0001328,A1455911294,3658572492676062
0001329,A1763474047,4556587988408767
0001330,A1974939301,2116323356742656
0001331,A1443065612,4684342775487430
0001332,A1340654647,3865393825766682
0001333,A2005506608,1984941841302495
0001334,A1587012731,4779316530002884
0001335,A1440046546,8694558776015304
0001336,A1890383462,3800987570225645
0001337,A1264765722,8278419791475776
0001338,A1456059436,9827312684535983
0001339,A2132120474,3585839586560359
0001340,A1995903207,6588212070240644
0001341,A1287027624,3053934375030367
0001342,A1260365563,3151637621815698
0001343,A1784265825,3072164117220179
0001344,A2129099262,2114142156786091
0001345,A1992616519,9483619818126166
0001346,A1730697505,1124431149640136
0001347,A1212421647,9004617717556003
0001348,A1231831504,6570068138379034
0001349,A1704642671,9898086148570299
0001350,A2032116236,3792336312795543
0001351,A1372375303,1075321853967297
0001352,A1778527492,3352857827253822
0001353,A1573391408,2409282665429210
0001354,A1691035134,1832307017288233
0001355,A1675810064,3220816771642776
0001356,A1442287193,5791649113436928
0001357,A1846713115,4148460234614083
0001358,A1470726146,7145040975835942
0001359,A1671719607,1432916964838660
0001360,A1467297846,6515423932535514
0001361,A1806367334,8056047492798277
0001362,A1056413315,6935174320388202
0001363,A1035939112,2679153571307619
0001364,A2031107687,2233790887151483
0001365,A1946175812,6246115181723107
0001366,A1003414025,6517765543492513
0001367,A1723376977,3057719351064369
0001368,A1447944110,2454162896438760
0001369,A1869301218,9228609739302808
0001370,A1868662394,1837720829199409
0001371,A1668283788,1832118258938586
0001372,A1419388651,9095420737762595
0001373,A1184744298,5858082862856422
0001374,A1653486502,4187089141124955
0001375,A1409642837,8553747329146693
0001376,A1477641330,6270929818989257
0001377,A2072423361,6241687049151512
0001378,A1272159493,7991507544577046
0001379,A1911244110,3811202566018845
0001380,A2101068150,3624317777065645
0001381,A1906325861,3468743818414327
0001382,A1536872033,3845718114016726
0001383,A1359709322,5131722871506943
0001384,A1560488544,8577781416596826
0001385,A1900597324,1548168388706300
0001386,A1126725720,1300406439004153
0001387,A1857961625,4071886039576799
0001388,A1258994086,8401851955960336
0001389,A1893097952,4106901438406105
0001390,A1183107028,6142255062842181
0001391,A1787221581,2813043832337651
0001392,A1966318638,8016917817183452
0001393,A1289556395,9002109657080292
0001394,A1192904335,1924970021392069
0001395,A1477892687,5015232276639055
0001396,A1415066342,5071005574433391
0001397,A1584843664,7153173035107961
0001398,A1344432421,2906744995524316
0001399,A1477975978,6077184250668918
0001400,A1668778839,7206031397388166
0001401,A1836523490,2385135789894676
0001402,A1110474138,8221676267647376
0001403,A1946790979,9484531235312504
0001404,A1911903327,8722878322982966
0001405,A1917016164,6216209831469159
0001406,A1231852004,8283123643866197
0001407,A1883833742,4749320990358958
0001408,A1688142297,6849079489890819
0001409,A1353606270,4472905699062987
0001410,A1341865149,4830193029397335
0001411,A1720550032,7025663827960783
0001412,A1633565570,4951934695398342
0001413,A1274087844,3881755167935558
0001414,A1114642275,5829551255864741
0001415,A1498784208,7434789584302945
0001416,A1154591483,5509083066905350
0001417,A1816691620,2930411577940604
0001418,A1086733466,8313270734567104
0001419,A1089621126,2163790655360562
0001420,A1000049176,8093054047487706
0001421,A1746940308,5744583856543382
0001422,A1075417321,2500831526972145
0001423,A2084017391,3223173522642752
0001424,A1332398168,9668733654013685
0001425,A1840603658,7032960189197696
0001426,A1439794995,2485182694142898
0001427,A1071244380,2560922589638224
0001428,A1410004035,6275817628997814
0001429,A1528565781,5971181187123930
0001430,A2063254253,5266291637881440
0001431,A1510474430,3149353457887009
0001432,A1260706401,5040729010849673
0001433,A2138831102,4320571859339580
0001434,A1730957294,2710281132859094
0001435,A1564340084,4798434132616778
0001436,A1305063881,4087208322803105
0001437,A1450953517,7253499096786079
0001438,A1653015902,9441598165321315
0001439,A1610072194,3642675094687660
0001440,A1351200988,6445843765296503
0001441,A1380559310,1162850479568817
0001442,A1953193146,8603303475193802
0001443,A2098099460,5548278529922311
0001444,A1998923067,4517285681646106
0001445,A1443735986,4825707298506412
0001446,A1723923593,8789503824773835
0001447,A2101342518,2752981028839728
0001448,A1820078830,5802427180127925
0001449,A1396460193,8882011637077551
0001450,A2052697600,7259837023980539
0001451,A1078564526,7177579078747280
0001452,A2071533959,3748258625474306
0001453,A1551943159,6950128561951305
0001454,A1604634320,3780024485389296
0001455,A2056715070,5702138337362133
0001456,A1193031902,2641434456158909
0001457,A1724379679,9107035048531711
0001458,A1891388576,4116453146928626
0001459,A1464817263,6552738853604232
0001460,A2140355130,5366595197212916
0001461,A1485975268,1356098082884414
0001462,A1075756511,8218601173397065
0001463,A1036959501,5076024120774486
0001464,A1931146094,2348885328393753
0001465,A1673477657,4895806089729565
0001466,A1426486915,8144002911002887
0001467,A1545256074,2595538772405771
0001468,A1904199807,3575079181528018
0001469,A1834460666,3624818540611259
0001470,A1405682060,5758630071955196
0001471,A1788832198,5384938325835333
0001472,A1697904503,1930672434239263
0001473,A1031936793,8693902174835370
0001474,A1688044813,2224114675654102
0001475,A1451144961,8378279477581496
0001476,A1256755309,2709129592206469
0001477,A1601779454,1300634484087358
0001478,A1543159408,5667510037710564
0001479,A1316286597,6719760777810188
0001480,A1017293796,4049294355937826
0001481,A1418013075,7108017093173939
0001482,A1494938892,2116203369639469
0001483,A1032619380,9808414039651335
0001484,A1707491271,4094554894501006
0001485,A1333631084,8880072213714240
0001486,A2106068017,4553421951967996
0001487,A1050317440,5531086919156889
0001488,A1489654077,8461959254579956
0001489,A1992800782,2926872897174281
0001490,A1996076617,3993124252109116
0001491,A1591962267,1114848656446078
0001492,A1240940257,3117926151160975
0001493,A1924108911,9656513172620761
0001494,A1101259406,2757953829007154
0001495,A1670068421,9170875872060795
0001496,A2014711521,2643382867874376
0001497,A1305948771,3805547631663387
0001498,A1329483251,9740987285182073
0001499,A1468950267,9438101686460577
0001500,A1492066274,6095145191893303
0001501,A1796419787,2443364968152898
0001502,A1988649200,1906122739797061
0001503,A1485193425,1726997267621461
0001504,A1670044577,2427150548969086
0001505,A1884164646,9600449337731330
0001506,A2021894558,8584965292910833
0001507,A1924606124,9828148512834900
0001508,A1373568471,6412844511875766
0001509,A1260679330,3058688213738613
0001510,A1781104934,8211660636798243
0001511,A1697420122,4388617945613680
0001512,A1901762229,4547683913145889
0001513,A1648382518,7501291582647530
0001514,A1411356747,5153142219163855
0001515,A1003224623,7144305823783970
0001516,A1926839131,5649495611405378
0001517,A1604988351,5663120118531363
0001518,A2065244061,6607482162669965
0001519,A2007980287,4316528160305203
0001520,A1717523215,6709648988474343
0001521,A1332240483,7679092235153364
0001522,A1392990431,9785286680385325
0001523,A1042780816,9861977660527654
0001524,A1313459910,3929547920836737
0001525,A1130855242,5025542656750062
0001526,A2066790615,3904698992685385
0001527,A1995656205,4775142774091925
0001528,A1029748319,2381326135485404
0001529,A1232899398,7115065177811356
0001530,A1930019111,9166905212311558
0001531,A1546210955,9457712117916426
0001532,A2073192837,1620528574740498
0001533,A1943620309,6942969673590190
0001534,A1425826649,7933889457875178
0001535,A1521183552,3286530127335722
0001536,A2118090552,8328644125819395
0001537,A1075477684,9538735814118291
0001538,A1734642204,7818533629345061
0001539,A1183373223,3372521362977660
0001540,A2143250200,2255633836702215
0001541,A1032817631,3041169016950724
0001542,A1614746466,8174475544718356
0001543,A1037233436,2609011544050140
0001544,A1918108852,1966055369617292
0001545,A1243460267,5469315068412532
0001546,A1206760576,6145551090947959
0001547,A1103906966,3057225387864209
0001548,A1662888064,7702381196281692
0001549,A2124448127,8522086726391785
0001550,A2001770621,7979076782480071
0001551,A1149974050,8434252956873358
0001552,A1470314991,4082467558927203
0001553,A1521779360,9266162651120545
0001554,A1925858223,9477431467196325
0001555,A1915044955,3391033885726804
0001556,A1439881460,4852462233492185
0001557,A1649380491,9816567072269702
0001558,A1790867414,9151827791984084
0001559,A1495177503,5058200653387878
0001560,A1136028203,6002282896523886
0001561,A1233660446,2434894646299347
0001562,A1657509012,7024672435318023
0001563,A1162482848,8220721823868474
0001564,A1120936216,7529229168793882
0001565,A1507792300,3553231535797937
0001566,A1263511770,8022270653113472
0001567,A1134572904,6369226746696245
0001568,A2056954836,3763883581625095
0001569,A1130180351,4973313792824251
0001570,A1699828267,9804997090242668
0001571,A1070625390,4025542342638797
0001572,A1568599283,6429079480425367
0001573,A1266432681,3019918563663613
0001574,A1642702815,3175706366317402
0001575,A1122700564,5144720032873379
0001576,A1044316067,3220228565985961
0001577,A1716363162,2817012070359299
0001578,A1003498623,1011414296330559
0001579,A1635293387,3542697086710110
0001580,A1697086765,5135969930513587
0001581,A1414289675,5785466084157246
0001582,A1301224734,1394600345036868
0001583,A1333472581,9523075571241519
0001584,A1578492016,9977090460023521
0001585,A2012971271,6014610541935204
0001586,A1897317448,8327588886191634
0001587,A1621575536,1673454927530851
0001588,A1342183325,9870312579879850
0001589,A1253509343,1526491940141280
0001590,A1462923428,9476901438863824
0001591,A2067354322,6622272778839484
0001592,A1422656806,2791501173902402
0001593,A1920028872,8599790347501196
0001594,A1992401371,7732073336971528
0001595,A2080476231,2081357728399214
0001596,A1131779294,2082454649968036
0001597,A1693530909,7944879952151081
0001598,A1006610476,1592253344625150
0001599,A1038029347,1565548059151533
0001600,A1054536033,1374243698681082
0001601,A1062417846,8984684610461741
0001602,A1412809738,6165731143548177
0001603,A1907583529,5629983342231093
0001604,A1739907672,9821868597277983
0001605,A1493296053,7091520539413814
0001606,A2027116720,4209384887889548
0001607,A1656368757,1954759094440372
0001608,A2022194297,8191288025320214
0001609,A1978073535,9319678060300193
0001610,A1436226552,4016728922259530
0001611,A1188070906,7788275782255467
0001612,A1494949388,8294092287473885
0001613,A1337994975,6236674559156264
0001614,A1954337117,3915174164524712
0001615,A1098644612,9636255381230113
0001616,A1572123837,6182803745007327
0001617,A1066443579,2242341473561631
0001618,A1781079165,5279676094194845
0001619,A1054068292,2472234217933966
0001620,A1958040811,5566495268460529
0001621,A1933898487,4696970126132543
0001622,A1254633806,5328193130335927
0001623,A1191534354,9987032387974281
0001624,A1534726465,6404953479727102
0001625,A1366344154,7662959880395848
0001626,A1381419233,8243630085550325
0001627,A1434642593,4183964541368742
0001628,A1194981268,3900299927743874
0001629,A1493391180,5348888535085997
0001630,A1995258746,4457940168218580
0001631,A1886621344,5136826016701792
0001632,A2028855954,1160305292182039
0001633,A1489493174,8776537853080622
0001634,A1648891625,3985058061957712
0001635,A1599662777,6327140658373879
0001636,A2068875007,4252869976167160
0001637,A1175934703,7432504942286040
0001638,A1285387351,5105142523825306
0001639,A1345415368,6795511617966702
0001640,A2126939469,8127366399793045
0001641,A2086921115,3696189465290921
0001642,A1251881606,7240000722681273
0001643,A1803561253,4803754975026546
0001644,A1997211848,9152349094670921
0001645,A1413982812,8319591411989064
0001646,A1884978016,6825982075731591
0001647,A1756956655,5486336920960185
0001648,A1623706279,7426162470254351
0001649,A1330635169,5715627810316835
0001650,A2056660137,6360394643647934
0001651,A1946232078,5000349916491714
0001652,A1551908738,6564425512888686
0001653,A2104985837,3727734390871397
0001654,A1455074241,3080921894491149
0001655,A1014542626,3558518882801557
0001656,A1479585925,8991393667855510
0001657,A1150909935,5768075799695295
0001658,A1410991793,3901867336410294
0001659,A2005104648,4633109262700268
0001660,A2084200823,9382316025243728
0001661,A1157644341,8014882384433601
0001662,A1400071598,1399847051519991
0001663,A1996770701,8918212527551658
0001664,A2136013634,8274423740982477
0001665,A1954453864,3367738934054151
0001666,A1209977212,5777822148676436
0001667,A1987509039,8831742067242340
0001668,A1413875991,8104024315923189
0001669,A1432889977,5198022720984826
0001670,A1893525370,6445471529313162
0001671,A1512395016,1163022043454181
0001672,A1836740864,3332816750660393
0001673,A1128231904,6976200131586717
0001674,A1398834291,5943590910731811
0001675,A1513866790,2273586374936518
0001676,A1748577760,5737491515341283
0001677,A1030040389,7236382488552870
0001678,A1178801318,1758377715505740
0001679,A1612008969,7990311299108579
0001680,A1873495320,9742597162018241
0001681,A1389317815,1809778834727409
0001682,A2125024786,5891196081114017
0001683,A2115969879,1923252310349221
0001684,A1935757073,1641148888016218
0001685,A1217890807,5617122538881510
0001686,A1720498988,9215747168304379
0001687,A1395074412,7523982094605311
0001688,A1071954140,7772527692090890
0001689,A1392188135,3616458494046442
0001690,A1356337542,2762628153425053
0001691,A1529778078,4154713472336029
0001692,A1759487247,1074640051338121
0001693,A1841544128,5206535563823901
0001694,A2068721656,7118452048142392
0001695,A1063647883,2896238465952336
0001696,A1006842206,9693411361412550
0001697,A1849446819,9149085687745640
0001698,A1392747953,4752374232186151
0001699,A1732004423,3489162340372510
0001700,A1416109681,6747820232747376
0001701,A1982597581,6957985591606240
0001702,A1598274613,4184194374864353
0001703,A1199919571,5752124255424825
0001704,A1988664126,9050612750092115
0001705,A1057125278,4716416814055299
0001706,A1592393779,1065148058762891
0001707,A1333261821,4022364039230470
0001708,A1416076193,6132421036135424
0001709,A1709902399,2074761394023390
0001710,A1511903647,1215554675854776
0001711,A1139809544,4336788284587152
0001712,A1396220056,1675492511604665
0001713,A1593327471,5806789387120440
0001714,A2033857049,8485646049412870
0001715,A1076342411,8908083910984729
0001716,A1480075598,3632372110359574
0001717,A1231165070,2095001034240142
0001718,A1913009626,1649796337254562
0001719,A2064825378,5443368218255644
0001720,A1707242837,9124475331094329
0001721,A1903209400,7553031155365695
0001722,A1887005470,7657777857138244
0001723,A1707678198,7340395140409243
0001724,A1031245142,9992676752583585
0001725,A1785930048,4505057155367178
0001726,A2017659885,3664616672243370
0001727,A1320666792,2802588884423890
0001728,A2066698466,3201902591205534
0001729,A1530579029,3935599136869918
0001730,A1603481924,4755961962321241
0001731,A2062684872,9106533366823138
0001732,A1714322746,2024702019326149
0001733,A2071586211,3641767722503060
0001734,A1559034707,8214856062919769
0001735,A1764355821,2568021721023242
0001736,A1913608078,1996716771447391
0001737,A1916551073,1369930727787516
0001738,A1459149936,4032012173218865
0001739,A1467541419,8717714453511285
0001740,A1690532206,3795541347221786
0001741,A1258417474,1817237335844332
0001742,A1868109642,1910161318861434
0001743,A1965931929,1561633834803550
0001744,A1459516585,9577042310228488
0001745,A1634179919,8130421045877326
0001746,A1274173643,3371348616338807
0001747,A1894811489,6995807729388824
0001748,A1706627144,7544520643860312
0001749,A1440298725,5733674760745211
0001750,A2065939291,2935567333069874
0001751,A1711629362,3988701498462263
0001752,A1832324386,3357815773976187
0001753,A1345206909,9186232816578604
0001754,A1027562661,9589610914350828
0001755,A1467202318,4584635217928883
0001756,A1223874414,8627196159015910
0001757,A1348599659,2516631663463658
0001758,A1473942346,8397786667997334
0001759,A1227367031,6484579842727165
0001760,A2045281359,4355427561764864
0001761,A1613473086,9215617286260664
0001762,A1022104054,8022616665883408
0001763,A1022519044,8445903557726052
0001764,A1789228273,9442868341851156
0001765,A2144426282,7802048474061967
0001766,A1191731710,2877868539598853
0001767,A1330621012,2697469771064784
0001768,A1022048276,6626273314189357
0001769,A1759968425,2864238455909146
0001770,A1388422305,5744831168732358
0001771,A1398419350,4509141758308053
0001772,A1571367033,5404558513739936
0001773,A1230646300,4491016465620185
0001774,A1536072150,2579280211812926
0001775,A1016445460,6544039930737631
0001776,A1275555469,4741227415957381
0001777,A2070160687,1279496646067113
0001778,A1039885414,6605259026579577
0001779,A2028911353,5638692035893439
0001780,A1918896071,4212745961583781
0001781,A1127170027,7130129537010723
0001782,A2007155242,4065211659337265
0001783,A1937661204,5494646333974898
0001784,A1769094936,9694783083868519
0001785,A1815716389,8388595411181894
0001786,A1755450436,1043944210822333
0001787,A1936496156,4799371481230108
0001788,A1509377752,4652956054653344
0001789,A1288977753,3812070979038826
0001790,A1404532302,6411365897658664
0001791,A1865030507,4601885612782705
0001792,A1051463413,4207121154491506
0001793,A1826216306,2229616434788283
0001794,A1782843504,4806939792465810
0001795,A1917763576,3361333615847135
0001796,A1665522587,3914964482166634
0001797,A1196317665,3144822055947477
0001798,A1319652051,9861958094133744
0001799,A1896996547,7002249534771734
0001800,A1922543437,6632844812531407
0001801,A1896292332,5181462690832803
0001802,A1335527194,9247553360928974
0001803,A1906331221,6994226351814743
0001804,A1595293956,9444965588143277
0001805,A1841922138,2205135999924315
0001806,A2004230489,6796928222916224
0001807,A1494772122,7046665098971063
0001808,A2107604662,2633079242665438
0001809,A1531810064,5277538947399274
0001810,A1110272668,3368273072048714
0001811,A1251423510,9244482255967715
0001812,A1283771121,9110192596254769
0001813,A1020820540,5566624841137801
0001814,A1572698378,8111277869207379
0001815,A1386981096,6870729536998563
0001816,A1736993042,5903705586568220
0001817,A2073654923,9158937312053213
0001818,A1151155606,4355116995861796
0001819,A1045393723,8342624635483834
0001820,A1614125159,8460504449700143
0001821,A1172501219,7243685446259533
0001822,A1889504186,3697061512004833
0001823,A1410232575,5377717330949433
0001824,A1046786033,8713129022303033
0001825,A1915161839,9388804889353870
0001826,A1379481567,6652030057623496
0001827,A1072251622,8390698793738332
0001828,A1648086697,2443953042093355
0001829,A1764931749,1786426158893653
0001830,A1638841347,2869653217675678
0001831,A1774818391,5346564071061203
0001832,A2038315347,4138845918675924
0001833,A1292580879,6058586241736680
0001834,A1318665527,3562863615259882
0001835,A1709129431,9053988314458083
0001836,A2016800304,4007708849663119
0001837,A1082974875,7379665726905946
0001838,A1865206983,5250049010698057
0001839,A1586004726,6269864657997323
0001840,A1053118009,1977052629106353
0001841,A1549659705,8206964335080640
0001842,A1169237976,4289860843665649
0001843,A1525825835,9034076262499589
0001844,A1901130986,1681583715934438
0001845,A1202554019,8067314258278350
0001846,A2000585997,9521226533899646
0001847,A1352344698,8024532177787172
0001848,A1117687630,5359799154899874
0001849,A2029799398,9291059610965150
0001850,A1769619144,4547584878689812
0001851,A1646142946,2878166950815335
0001852,A1161034366,8188255053558992
0001853,A1894772572,5234503057641274
0001854,A1775092481,4850834949736324
0001855,A1983820985,3582997866980820
0001856,A1139884741,6197352171827346
0001857,A1540843553,6748335767486379
0001858,A1307241010,7653090439525204
0001859,A1526812053,4388064538471652
0001860,A1894792023,3250402449988011
0001861,A1416925429,8087868254864914
0001862,A1941061242,2999934688034167
0001863,A1702758535,1325648998790591
0001864,A1060170961,1829921052867234
0001865,A1844782195,6684283741736971
0001866,A1357643212,3206700327768012
0001867,A1993453774,7979822140937075
0001868,A1371501696,2794343977992489
0001869,A1142841734,3658092252250763
0001870,A1143947129,7131114448001905
0001871,A1192360838,9999847329841006
0001872,A1097577720,3809193367629665
0001873,A2082095053,1335375315830631
0001874,A1879057296,5585240658717031
0001875,A1803707168,4770034859184147
0001876,A1186391444,5783930519688066
0001877,A2119284013,2326833321813641
0001878,A1136469464,9226171252705801
0001879,A1115397789,1356269662935243
0001880,A1852611270,7260634393418423
0001881,A1456231905,5382896941945344
0001882,A1647546527,8963201718300735
0001883,A1293580229,6860510738750904
0001884,A1817356495,4317943728713250
0001885,A1152199441,1897240033945815
0001886,A1920792426,6610104780243090
0001887,A1239802943,9658428678741615
0001888,A1415168465,2350189958042811
0001889,A1333895609,1438369917736761
0001890,A1855961661,9860232634529237
0001891,A1059853028,2799898440747408
0001892,A1158253391,4316324712023436
0001893,A1213835972,2224806758068329
0001894,A1521256073,9159291589234197
0001895,A1904435929,3368092680088894
0001896,A2059514881,9876625783289311
0001897,A1239186410,3683089247461647
0001898,A1926811750,5806408276022055
0001899,A1187126629,1322070740327070
0001900,A1942243865,3460042285248318
0001901,A1007190576,5589102370002779
0001902,A1053825491,6941288225180453
0001903,A1994050314,9952517275809151
0001904,A1279506358,6544835453852980
0001905,A1282724175,7792492914991371
0001906,A2013705134,6162553389820971
0001907,A1866400087,4308787315617440
0001908,A1311700529,5837521871771433
0001909,A1982597760,3200226869934900
0001910,A1697738310,9773539939942540
0001911,A1786617450,4286915487647644
0001912,A1800943721,5031943645701892
0001913,A1245197089,7671549464268043
0001914,A1700072655,1513454899241084
0001915,A1095370683,9683760571382537
0001916,A2065995318,6051739180139152
0001917,A1778130143,3516938951595173
0001918,A1516445398,1594861691512548
0001919,A1887781044,7611652597515803
0001920,A2124933623,2715407747410614
0001921,A1576872570,3324048811789773
0001922,A1457292783,6022601332579199
0001923,A1716607810,5935474937605492
0001924,A1755930074,7027599984910038
0001925,A1325795193,2304547437953324
0001926,A1081297378,2696728861537612
0001927,A1004958364,9345892071484875
0001928,A2017381290,9369466772566009
0001929,A1998914693,3119026636920538
0001930,A2098206828,9318913174202910
0001931,A1486865685,3100007259561416
0001932,A1214929155,1966288981894059
0001933,A2114988332,7161354746611591
0001934,A1494735504,3740333211162641
0001935,A1542296438,1174120664893389
0001936,A1722725159,2495317092903140
0001937,A1682870380,7325452159149236
0001938,A1458715410,9784244733695155
0001939,A1840541192,6544980339545819
0001940,A1372597667,5751924439035746
0001941,A2092132370,7007023866165617
0001942,A1680873215,3110338949275926
0001943,A1323190331,1869549913382585
0001944,A1587247244,1892504455353739
0001945,A1190304054,6158555866055588
0001946,A1769097522,4726208791953460
0001947,A1097824522,3166223216237096
0001948,A1433715629,4257587129934609
0001949,A1191931603,1220789633157624
0001950,A1329790124,5093168954213084
0001951,A1539932373,6822754724094303
0001952,A1096590641,5314467567333092
0001953,A1446205696,8913107780637815
0001954,A1199119813,4133651116257670
0001955,A2013872647,1749996064329477
0001956,A1048391900,3105217046256888
0001957,A1734894002,1560350428187715
0001958,A1479295739,3155114135857011
0001959,A1290678654,6164126437494366
0001960,A1461938766,4834890728895493
0001961,A1205505428,9948236067763808
0001962,A1626902188,1371102350697495
0001963,A1398552138,1735017618440883
0001964,A2131195701,3532520958131009
0001965,A1144272416,9205515790325720
0001966,A2147221328,5449683935075910
0001967,A1708955332,2125817681155724
0001968,A1980470398,6822669345328184
0001969,A1331818728,1475588246676406
0001970,A1997511251,8477719391503410
0001971,A1380438345,9876601550782169
0001972,A1659705213,9949915941854149
0001973,A1490789739,4035105613788937
0001974,A1173805297,7253605923701994
0001975,A1354649024,6891707080278294
0001976,A1765712094,3627671339495983
0001977,A1453017499,3281922417144424
0001978,A1030834869,8062587437090731
0001979,A1481175195,3921756741255667
0001980,A1286050133,3314413098955139
0001981,A1051268154,5302214432572982
0001982,A1215949686,6888376836559193
0001983,A1093696371,5957332192555996
0001984,A1618003730,6148556324145783
0001985,A1271405047,5197314948722115
0001986,A1732524623,5908472899309622
0001987,A1701876096,6596866278479167
0001988,A1091549084,5270600061957968
0001989,A1948063575,3742027028140140
0001990,A1174563346,2400255370281592
0001991,A1007630535,2605823617206926
0001992,A1061630027,1961089329513915
0001993,A2034380164,2087853410033301
0001994,A1557410594,6270786676703390
0001995,A1470978112,8705971871333660
0001996,A2058217588,8113148138652725
0001997,A1999185616,8028603780132837
0001998,A1407306263,6738573367175467
0001999,A1261064925,9684066510316144
0002000,A1772830410,4257848441463497
0002001,A1107341400,9365740045570767
0002002,A1283994615,5787308945427326
0002003,A1088469170,2645317742362256
0002004,A1244901065,7632471748206193
0002005,A2138256876,2133078913260796
0002006,A1022640839,7024043565646281
0002007,A2027945277,9136034556288788
0002008,A2013450096,3532282143716515
0002009,A2021882050,6865243658672502
0002010,A1510393820,8435782322770226
0002011,A1244768093,3051399878300049
0002012,A1746754357,4530004769050464
0002013,A1396935286,2466558139186628
0002014,A1330301047,8605978264678304
0002015,A2100187802,6916041513961320
0002016,A1407058915,4266972256054944
0002017,A1687402268,2870019436600229
0002018,A1442034444,7999070451218137
0002019,A1958463873,2893163868334579
0002020,A1023641386,4212565089220651
0002021,A1978610062,6690739842095352
0002022,A1249794817,1001042955810719
0002023,A1763792454,4070651776030740
0002024,A1436175505,7064315355574854
0002025,A1337355764,6471797315300563
0002026,A2040518852,9319694466162405
0002027,A1379373333,5822210935982713
0002028,A1033373386,8611678565657628
0002029,A1971153623,8452790850523292
0002030,A1345289456,8339509426368408
0002031,A1009127405,3927836982539929
0002032,A1509558943,4915150929152384
0002033,A1287928531,7669843869149985
0002034,A1613911406,7202049911963205
0002035,A1892795871,2970434058057039
0002036,A1905560622,1821020925272731
0002037,A1457942555,9356422235734692
0002038,A1027694819,7209905683903540
0002039,A1678774038,8413726580790611
